Class,Value,Description
2,Barking and Dagenham College, Barking and Dagenham College formerly Barking College is a secondary education college with approximately 3000 full-time students located in the London Borough of Barking and Dagenham in Dagenham east London England.Barking College Further and Higher Education College is located in Dagenham Road Rush Green London UK.The college offers many courses at many levels such as A-Levels HNC/HND BTEC and many more.The college runs some courses in partnership with Havering College of Further and Higher Education at the Centre for Engineering and Manufacturing Excellence under the name Thames Gateway College. 
2,Camp Stone, Camp Stone is an Orthodox Jewish summer camp located in Sugar Grove Pennsylvania. It is owned by Young Israel of Cleveland and operated by the Bnei Akiva youth movement. Their vision is to cultivate a lifelong commitment to Am Yisrael Eretz Yisrael and Torat Yisrael.
2,Jagadguru Sri Shivarathreeswara University, Jagadguru Sri Shivarathreeswara University also known by the abbreviation JSS University is a deemed university located in the city of Mysore in the Indian state of Karnataka. It was established in 2008 under Section 3 of the UGC Act 1956 and is part of JSS Mahavidyapeetha which runs a variety of educational institutions.
2,Theodore Roosevelt High School (San Antonio), Theodore Roosevelt High School is a high school in San Antonio Texas. A part of the North East Independent School District the school serves portions of San Antonio and the City of Windcrest.
2,Assumption School (Millbury), Assumption School (Millbury) is a private parochial school in Millbury Massachusetts in the United States of America. The school was originally known as l'Assomption. It was founded in 1925. It was built to serve the French Canadian families of the Our Lady of the Assumption Parish of Millbury.
2,Institute of World Economy and International Relations, The Institute of World Economy and International Relations was founded in 1956. It was a successor to the earlier organization the Institute of World Economy and Politics which existed from 1925 to 1948.It has become a well-known and highly appreciated center for fundamental and applied socio-economic political and strategic research.
2,Tuffree Middle School, Tuffree Middle School is a middle school in Placentia Orange County California. It is adjacent to Tri City Park on Kramer Boulevard. It enrolls approximately 1000 students and has an honors program for gifted students. Its school colors are black and gold and the mascot is a falcon.
2,New Oxford High School, New Oxford High School is a midsized public high school located in the borough of New Oxford Pennsylvania. The school is part of the Conewago Valley School District. New Oxford High School serves students from a portion of eastern Adams County.
2,American Board of Internal Medicine, The American Board of Internal Medicine (ABIM) is a non-profit independent physician evaluation organization committed to continuously improving the profession for the public good by certifying physicians who practice internal medicine and its sub-specialties. It is not a membership society educational institution or licensing body but an organization that assess the clinical judgment skills and attitudes essential for the delivery of quality patient care.
2,The Archbishop Lanfranc School, The Archbishop Lanfranc School is a comprehensive secondary school in the Thornton Heath area of Croydon South London named after Lanfranc Archbishop of Canterbury from 1070 to 1089.
2,M25 Consortium of Academic Libraries, The M25 Consortium of Academic Libraries is a collaborative organisation that works to improve library and information services within the M25 region and more widely across the East and Southeast of England.The Consortium has registered charity status awarded by the Charity Commission of England and Wales in January 2009.
2,University of Ouargla, The Universit?? de Ouargla (officially Universit?? Kasdi Merbah Ouargla) is a university located in Ouargla Algeria. It was founded on March 22 1988. The university covers 88 hectares has 6 libraries and 26 research laboratories.
2,Sentinel Secondary School, Sentinel Secondary School is a secondary school located in West Vancouver British Columbia Canada. It is one of three public secondary schools in the West Vancouver district (SD #45) including West Vancouver Secondary School and Rockridge Secondary School. The school has a grass field two baseball diamonds three street hockey courts and three tennis courts.
2,Noorul Islam University, Noorul Islam University formerly Noorul Islam College of Engineering is a private co-educational university located in Kumarakovil Thuckalay Kanyakumari District Tamil Nadu India. The university was founded in 1989 by Dr.A.P.Majeed khan who is now its chancellor with a motto to provide quality education to the students.
2,Kalaignar Karunanidhi Institute of Technology, Kalaignar Karunanidhi Institute of Technology (KIT) is an engineering college located in Kannampalayam Coimbatore Tamil Nadu India. The college have been approved by the All India Council for Technical Education. and is affiliated to Anna University of Technology Coimbatore.The Kalaignar Karunanidhi Institute of Technology was established by Vijayalakshmi Palanisamy Charitable Trust in the year of 2008 in Coimbatore. The colleges offers 7 undergraduate and five postgraduate courses.
2,Sarla International Academy, Sarla International Academy is located in Basti District and is affiliated to CBSE(Central Board of Secondary Education). The school has three floors and in floor school hostel is located. In second floor of Sarla International Academy the classes of Senior students are running and its ground floor the classes of Junior Students are running. Its official website is under construction. It is a very famous school and is spread in all over the world. The school is owned by Manish Jaiswal.
2,Villa Duchesne and Oak Hill School, Villa Duchesne and Oak Hill School is a private Roman Catholic school in Frontenac Missouri United States. It is located in the Roman Catholic Archdiocese of Saint Louis and governed by the Society of the Sacred Heart. Villa Duchesne is an all-girls school with grades 7 through 12. Oak Hill is a coed elementary school for age 3 through grade 6.
